,albedo,normal,depth,mask,face,light
43,../data/celeba/synthesized_data/train/10_1039_albedo.png,../data/celeba/synthesized_data/train/10_1039_normal.png,None,None,../data/celeba/synthesized_data/train/10_1039_face.png,../data/celeba/synthesized_data/train/10_1039_light.txt
44,../data/celeba/synthesized_data/train/10_103_albedo.png,../data/celeba/synthesized_data/train/10_103_normal.png,None,None,../data/celeba/synthesized_data/train/10_103_face.png,../data/celeba/synthesized_data/train/10_103_light.txt
45,../data/celeba/synthesized_data/train/10_1040_albedo.png,../data/celeba/synthesized_data/train/10_1040_normal.png,None,None,../data/celeba/synthesized_data/train/10_1040_face.png,../data/celeba/synthesized_data/train/10_1040_light.txt
46,../data/celeba/synthesized_data/train/10_1041_albedo.png,../data/celeba/synthesized_data/train/10_1041_normal.png,None,None,../data/celeba/synthesized_data/train/10_1041_face.png,../data/celeba/synthesized_data/train/10_1041_light.txt
47,../data/celeba/synthesized_data/train/10_1042_albedo.png,../data/celeba/synthesized_data/train/10_1042_normal.png,None,None,../data/celeba/synthesized_data/train/10_1042_face.png,../data/celeba/synthesized_data/train/10_1042_light.txt
48,../data/celeba/synthesized_data/train/10_1043_albedo.png,../data/celeba/synthesized_data/train/10_1043_normal.png,None,None,../data/celeba/synthesized_data/train/10_1043_face.png,../data/celeba/synthesized_data/train/10_1043_light.txt
49,../data/celeba/synthesized_data/train/10_1044_albedo.png,../data/celeba/synthesized_data/train/10_1044_normal.png,None,None,../data/celeba/synthesized_data/train/10_1044_face.png,../data/celeba/synthesized_data/train/10_1044_light.txt
50,../data/celeba/synthesized_data/train/10_1045_albedo.png,../data/celeba/synthesized_data/train/10_1045_normal.png,None,None,../data/celeba/synthesized_data/train/10_1045_face.png,../data/celeba/synthesized_data/train/10_1045_light.txt
51,../data/celeba/synthesized_data/train/10_1046_albedo.png,../data/celeba/synthesized_data/train/10_1046_normal.png,None,None,../data/celeba/synthesized_data/train/10_1046_face.png,../data/celeba/synthesized_data/train/10_1046_light.txt
52,../data/celeba/synthesized_data/train/10_1047_albedo.png,../data/celeba/synthesized_data/train/10_1047_normal.png,None,None,../data/celeba/synthesized_data/train/10_1047_face.png,../data/celeba/synthesized_data/train/10_1047_light.txt
53,../data/celeba/synthesized_data/train/10_1048_albedo.png,../data/celeba/synthesized_data/train/10_1048_normal.png,None,None,../data/celeba/synthesized_data/train/10_1048_face.png,../data/celeba/synthesized_data/train/10_1048_light.txt
54,../data/celeba/synthesized_data/train/10_1049_albedo.png,../data/celeba/synthesized_data/train/10_1049_normal.png,None,None,../data/celeba/synthesized_data/train/10_1049_face.png,../data/celeba/synthesized_data/train/10_1049_light.txt
55,../data/celeba/synthesized_data/train/10_104_albedo.png,../data/celeba/synthesized_data/train/10_104_normal.png,None,None,../data/celeba/synthesized_data/train/10_104_face.png,../data/celeba/synthesized_data/train/10_104_light.txt
56,../data/celeba/synthesized_data/train/10_1050_albedo.png,../data/celeba/synthesized_data/train/10_1050_normal.png,None,None,../data/celeba/synthesized_data/train/10_1050_face.png,../data/celeba/synthesized_data/train/10_1050_light.txt
57,../data/celeba/synthesized_data/train/10_1051_albedo.png,../data/celeba/synthesized_data/train/10_1051_normal.png,None,None,../data/celeba/synthesized_data/train/10_1051_face.png,../data/celeba/synthesized_data/train/10_1051_light.txt
58,../data/celeba/synthesized_data/train/10_1052_albedo.png,../data/celeba/synthesized_data/train/10_1052_normal.png,None,None,../data/celeba/synthesized_data/train/10_1052_face.png,../data/celeba/synthesized_data/train/10_1052_light.txt
59,../data/celeba/synthesized_data/train/10_1053_albedo.png,../data/celeba/synthesized_data/train/10_1053_normal.png,None,None,../data/celeba/synthesized_data/train/10_1053_face.png,../data/celeba/synthesized_data/train/10_1053_light.txt
60,../data/celeba/synthesized_data/train/10_1054_albedo.png,../data/celeba/synthesized_data/train/10_1054_normal.png,None,None,../data/celeba/synthesized_data/train/10_1054_face.png,../data/celeba/synthesized_data/train/10_1054_light.txt
61,../data/celeba/synthesized_data/train/10_1055_albedo.png,../data/celeba/synthesized_data/train/10_1055_normal.png,None,None,../data/celeba/synthesized_data/train/10_1055_face.png,../data/celeba/synthesized_data/train/10_1055_light.txt
62,../data/celeba/synthesized_data/train/10_1056_albedo.png,../data/celeba/synthesized_data/train/10_1056_normal.png,None,None,../data/celeba/synthesized_data/train/10_1056_face.png,../data/celeba/synthesized_data/train/10_1056_light.txt
63,../data/celeba/synthesized_data/train/10_1057_albedo.png,../data/celeba/synthesized_data/train/10_1057_normal.png,None,None,../data/celeba/synthesized_data/train/10_1057_face.png,../data/celeba/synthesized_data/train/10_1057_light.txt
64,../data/celeba/synthesized_data/train/10_1058_albedo.png,../data/celeba/synthesized_data/train/10_1058_normal.png,None,None,../data/celeba/synthesized_data/train/10_1058_face.png,../data/celeba/synthesized_data/train/10_1058_light.txt
65,../data/celeba/synthesized_data/train/10_1059_albedo.png,../data/celeba/synthesized_data/train/10_1059_normal.png,None,None,../data/celeba/synthesized_data/train/10_1059_face.png,../data/celeba/synthesized_data/train/10_1059_light.txt
66,../data/celeba/synthesized_data/train/10_105_albedo.png,../data/celeba/synthesized_data/train/10_105_normal.png,None,None,../data/celeba/synthesized_data/train/10_105_face.png,../data/celeba/synthesized_data/train/10_105_light.txt
67,../data/celeba/synthesized_data/train/10_1060_albedo.png,../data/celeba/synthesized_data/train/10_1060_normal.png,None,None,../data/celeba/synthesized_data/train/10_1060_face.png,../data/celeba/synthesized_data/train/10_1060_light.txt
68,../data/celeba/synthesized_data/train/10_1061_albedo.png,../data/celeba/synthesized_data/train/10_1061_normal.png,None,None,../data/celeba/synthesized_data/train/10_1061_face.png,../data/celeba/synthesized_data/train/10_1061_light.txt
69,../data/celeba/synthesized_data/train/10_1062_albedo.png,../data/celeba/synthesized_data/train/10_1062_normal.png,None,None,../data/celeba/synthesized_data/train/10_1062_face.png,../data/celeba/synthesized_data/train/10_1062_light.txt
70,../data/celeba/synthesized_data/train/10_1063_albedo.png,../data/celeba/synthesized_data/train/10_1063_normal.png,None,None,../data/celeba/synthesized_data/train/10_1063_face.png,../data/celeba/synthesized_data/train/10_1063_light.txt
71,../data/celeba/synthesized_data/train/10_1064_albedo.png,../data/celeba/synthesized_data/train/10_1064_normal.png,None,None,../data/celeba/synthesized_data/train/10_1064_face.png,../data/celeba/synthesized_data/train/10_1064_light.txt
72,../data/celeba/synthesized_data/train/10_1065_albedo.png,../data/celeba/synthesized_data/train/10_1065_normal.png,None,None,../data/celeba/synthesized_data/train/10_1065_face.png,../data/celeba/synthesized_data/train/10_1065_light.txt
73,../data/celeba/synthesized_data/train/10_1066_albedo.png,../data/celeba/synthesized_data/train/10_1066_normal.png,None,None,../data/celeba/synthesized_data/train/10_1066_face.png,../data/celeba/synthesized_data/train/10_1066_light.txt
74,../data/celeba/synthesized_data/train/10_1067_albedo.png,../data/celeba/synthesized_data/train/10_1067_normal.png,None,None,../data/celeba/synthesized_data/train/10_1067_face.png,../data/celeba/synthesized_data/train/10_1067_light.txt
75,../data/celeba/synthesized_data/train/10_1068_albedo.png,../data/celeba/synthesized_data/train/10_1068_normal.png,None,None,../data/celeba/synthesized_data/train/10_1068_face.png,../data/celeba/synthesized_data/train/10_1068_light.txt
76,../data/celeba/synthesized_data/train/10_1069_albedo.png,../data/celeba/synthesized_data/train/10_1069_normal.png,None,None,../data/celeba/synthesized_data/train/10_1069_face.png,../data/celeba/synthesized_data/train/10_1069_light.txt
77,../data/celeba/synthesized_data/train/10_106_albedo.png,../data/celeba/synthesized_data/train/10_106_normal.png,None,None,../data/celeba/synthesized_data/train/10_106_face.png,../data/celeba/synthesized_data/train/10_106_light.txt
78,../data/celeba/synthesized_data/train/10_1070_albedo.png,../data/celeba/synthesized_data/train/10_1070_normal.png,None,None,../data/celeba/synthesized_data/train/10_1070_face.png,../data/celeba/synthesized_data/train/10_1070_light.txt
79,../data/celeba/synthesized_data/train/10_1071_albedo.png,../data/celeba/synthesized_data/train/10_1071_normal.png,None,None,../data/celeba/synthesized_data/train/10_1071_face.png,../data/celeba/synthesized_data/train/10_1071_light.txt
80,../data/celeba/synthesized_data/train/10_1072_albedo.png,../data/celeba/synthesized_data/train/10_1072_normal.png,None,None,../data/celeba/synthesized_data/train/10_1072_face.png,../data/celeba/synthesized_data/train/10_1072_light.txt
81,../data/celeba/synthesized_data/train/10_1073_albedo.png,../data/celeba/synthesized_data/train/10_1073_normal.png,None,None,../data/celeba/synthesized_data/train/10_1073_face.png,../data/celeba/synthesized_data/train/10_1073_light.txt
82,../data/celeba/synthesized_data/train/10_1074_albedo.png,../data/celeba/synthesized_data/train/10_1074_normal.png,None,None,../data/celeba/synthesized_data/train/10_1074_face.png,../data/celeba/synthesized_data/train/10_1074_light.txt
83,../data/celeba/synthesized_data/train/10_1075_albedo.png,../data/celeba/synthesized_data/train/10_1075_normal.png,None,None,../data/celeba/synthesized_data/train/10_1075_face.png,../data/celeba/synthesized_data/train/10_1075_light.txt
84,../data/celeba/synthesized_data/train/10_1076_albedo.png,../data/celeba/synthesized_data/train/10_1076_normal.png,None,None,../data/celeba/synthesized_data/train/10_1076_face.png,../data/celeba/synthesized_data/train/10_1076_light.txt
85,../data/celeba/synthesized_data/train/10_1077_albedo.png,../data/celeba/synthesized_data/train/10_1077_normal.png,None,None,../data/celeba/synthesized_data/train/10_1077_face.png,../data/celeba/synthesized_data/train/10_1077_light.txt
86,../data/celeba/synthesized_data/train/10_1078_albedo.png,../data/celeba/synthesized_data/train/10_1078_normal.png,None,None,../data/celeba/synthesized_data/train/10_1078_face.png,../data/celeba/synthesized_data/train/10_1078_light.txt
87,../data/celeba/synthesized_data/train/10_1079_albedo.png,../data/celeba/synthesized_data/train/10_1079_normal.png,None,None,../data/celeba/synthesized_data/train/10_1079_face.png,../data/celeba/synthesized_data/train/10_1079_light.txt
88,../data/celeba/synthesized_data/train/10_107_albedo.png,../data/celeba/synthesized_data/train/10_107_normal.png,None,None,../data/celeba/synthesized_data/train/10_107_face.png,../data/celeba/synthesized_data/train/10_107_light.txt
89,../data/celeba/synthesized_data/train/10_1080_albedo.png,../data/celeba/synthesized_data/train/10_1080_normal.png,None,None,../data/celeba/synthesized_data/train/10_1080_face.png,../data/celeba/synthesized_data/train/10_1080_light.txt
90,../data/celeba/synthesized_data/train/10_1081_albedo.png,../data/celeba/synthesized_data/train/10_1081_normal.png,None,None,../data/celeba/synthesized_data/train/10_1081_face.png,../data/celeba/synthesized_data/train/10_1081_light.txt
91,../data/celeba/synthesized_data/train/10_1082_albedo.png,../data/celeba/synthesized_data/train/10_1082_normal.png,None,None,../data/celeba/synthesized_data/train/10_1082_face.png,../data/celeba/synthesized_data/train/10_1082_light.txt
92,../data/celeba/synthesized_data/train/10_1083_albedo.png,../data/celeba/synthesized_data/train/10_1083_normal.png,None,None,../data/celeba/synthesized_data/train/10_1083_face.png,../data/celeba/synthesized_data/train/10_1083_light.txt
93,../data/celeba/synthesized_data/train/10_1084_albedo.png,../data/celeba/synthesized_data/train/10_1084_normal.png,None,None,../data/celeba/synthesized_data/train/10_1084_face.png,../data/celeba/synthesized_data/train/10_1084_light.txt
94,../data/celeba/synthesized_data/train/10_1085_albedo.png,../data/celeba/synthesized_data/train/10_1085_normal.png,None,None,../data/celeba/synthesized_data/train/10_1085_face.png,../data/celeba/synthesized_data/train/10_1085_light.txt
95,../data/celeba/synthesized_data/train/10_1086_albedo.png,../data/celeba/synthesized_data/train/10_1086_normal.png,None,None,../data/celeba/synthesized_data/train/10_1086_face.png,../data/celeba/synthesized_data/train/10_1086_light.txt
96,../data/celeba/synthesized_data/train/10_1087_albedo.png,../data/celeba/synthesized_data/train/10_1087_normal.png,None,None,../data/celeba/synthesized_data/train/10_1087_face.png,../data/celeba/synthesized_data/train/10_1087_light.txt
97,../data/celeba/synthesized_data/train/10_1088_albedo.png,../data/celeba/synthesized_data/train/10_1088_normal.png,None,None,../data/celeba/synthesized_data/train/10_1088_face.png,../data/celeba/synthesized_data/train/10_1088_light.txt
98,../data/celeba/synthesized_data/train/10_1089_albedo.png,../data/celeba/synthesized_data/train/10_1089_normal.png,None,None,../data/celeba/synthesized_data/train/10_1089_face.png,../data/celeba/synthesized_data/train/10_1089_light.txt
99,../data/celeba/synthesized_data/train/10_108_albedo.png,../data/celeba/synthesized_data/train/10_108_normal.png,None,None,../data/celeba/synthesized_data/train/10_108_face.png,../data/celeba/synthesized_data/train/10_108_light.txt
100,../data/celeba/synthesized_data/train/10_1090_albedo.png,../data/celeba/synthesized_data/train/10_1090_normal.png,None,None,../data/celeba/synthesized_data/train/10_1090_face.png,../data/celeba/synthesized_data/train/10_1090_light.txt
101,../data/celeba/synthesized_data/train/10_1091_albedo.png,../data/celeba/synthesized_data/train/10_1091_normal.png,None,None,../data/celeba/synthesized_data/train/10_1091_face.png,../data/celeba/synthesized_data/train/10_1091_light.txt
102,../data/celeba/synthesized_data/train/10_1092_albedo.png,../data/celeba/synthesized_data/train/10_1092_normal.png,None,None,../data/celeba/synthesized_data/train/10_1092_face.png,../data/celeba/synthesized_data/train/10_1092_light.txt
103,../data/celeba/synthesized_data/train/10_1093_albedo.png,../data/celeba/synthesized_data/train/10_1093_normal.png,None,None,../data/celeba/synthesized_data/train/10_1093_face.png,../data/celeba/synthesized_data/train/10_1093_light.txt
104,../data/celeba/synthesized_data/train/10_1094_albedo.png,../data/celeba/synthesized_data/train/10_1094_normal.png,None,None,../data/celeba/synthesized_data/train/10_1094_face.png,../data/celeba/synthesized_data/train/10_1094_light.txt
105,../data/celeba/synthesized_data/train/10_1095_albedo.png,../data/celeba/synthesized_data/train/10_1095_normal.png,None,None,../data/celeba/synthesized_data/train/10_1095_face.png,../data/celeba/synthesized_data/train/10_1095_light.txt
106,../data/celeba/synthesized_data/train/10_1096_albedo.png,../data/celeba/synthesized_data/train/10_1096_normal.png,None,None,../data/celeba/synthesized_data/train/10_1096_face.png,../data/celeba/synthesized_data/train/10_1096_light.txt
107,../data/celeba/synthesized_data/train/10_1097_albedo.png,../data/celeba/synthesized_data/train/10_1097_normal.png,None,None,../data/celeba/synthesized_data/train/10_1097_face.png,../data/celeba/synthesized_data/train/10_1097_light.txt
108,../data/celeba/synthesized_data/train/10_1098_albedo.png,../data/celeba/synthesized_data/train/10_1098_normal.png,None,None,../data/celeba/synthesized_data/train/10_1098_face.png,../data/celeba/synthesized_data/train/10_1098_light.txt
109,../data/celeba/synthesized_data/train/10_1099_albedo.png,../data/celeba/synthesized_data/train/10_1099_normal.png,None,None,../data/celeba/synthesized_data/train/10_1099_face.png,../data/celeba/synthesized_data/train/10_1099_light.txt
110,../data/celeba/synthesized_data/train/10_109_albedo.png,../data/celeba/synthesized_data/train/10_109_normal.png,None,None,../data/celeba/synthesized_data/train/10_109_face.png,../data/celeba/synthesized_data/train/10_109_light.txt
111,../data/celeba/synthesized_data/train/10_10_albedo.png,../data/celeba/synthesized_data/train/10_10_normal.png,None,None,../data/celeba/synthesized_data/train/10_10_face.png,../data/celeba/synthesized_data/train/10_10_light.txt
112,../data/celeba/synthesized_data/train/10_1100_albedo.png,../data/celeba/synthesized_data/train/10_1100_normal.png,None,None,../data/celeba/synthesized_data/train/10_1100_face.png,../data/celeba/synthesized_data/train/10_1100_light.txt
113,../data/celeba/synthesized_data/train/10_1101_albedo.png,../data/celeba/synthesized_data/train/10_1101_normal.png,None,None,../data/celeba/synthesized_data/train/10_1101_face.png,../data/celeba/synthesized_data/train/10_1101_light.txt
114,../data/celeba/synthesized_data/train/10_1102_albedo.png,../data/celeba/synthesized_data/train/10_1102_normal.png,None,None,../data/celeba/synthesized_data/train/10_1102_face.png,../data/celeba/synthesized_data/train/10_1102_light.txt
115,../data/celeba/synthesized_data/train/10_1103_albedo.png,../data/celeba/synthesized_data/train/10_1103_normal.png,None,None,../data/celeba/synthesized_data/train/10_1103_face.png,../data/celeba/synthesized_data/train/10_1103_light.txt
116,../data/celeba/synthesized_data/train/10_1104_albedo.png,../data/celeba/synthesized_data/train/10_1104_normal.png,None,None,../data/celeba/synthesized_data/train/10_1104_face.png,../data/celeba/synthesized_data/train/10_1104_light.txt
117,../data/celeba/synthesized_data/train/10_1105_albedo.png,../data/celeba/synthesized_data/train/10_1105_normal.png,None,None,../data/celeba/synthesized_data/train/10_1105_face.png,../data/celeba/synthesized_data/train/10_1105_light.txt
118,../data/celeba/synthesized_data/train/10_1106_albedo.png,../data/celeba/synthesized_data/train/10_1106_normal.png,None,None,../data/celeba/synthesized_data/train/10_1106_face.png,../data/celeba/synthesized_data/train/10_1106_light.txt
119,../data/celeba/synthesized_data/train/10_1107_albedo.png,../data/celeba/synthesized_data/train/10_1107_normal.png,None,None,../data/celeba/synthesized_data/train/10_1107_face.png,../data/celeba/synthesized_data/train/10_1107_light.txt
120,../data/celeba/synthesized_data/train/10_1108_albedo.png,../data/celeba/synthesized_data/train/10_1108_normal.png,None,None,../data/celeba/synthesized_data/train/10_1108_face.png,../data/celeba/synthesized_data/train/10_1108_light.txt
121,../data/celeba/synthesized_data/train/10_1109_albedo.png,../data/celeba/synthesized_data/train/10_1109_normal.png,None,None,../data/celeba/synthesized_data/train/10_1109_face.png,../data/celeba/synthesized_data/train/10_1109_light.txt
122,../data/celeba/synthesized_data/train/10_110_albedo.png,../data/celeba/synthesized_data/train/10_110_normal.png,None,None,../data/celeba/synthesized_data/train/10_110_face.png,../data/celeba/synthesized_data/train/10_110_light.txt
123,../data/celeba/synthesized_data/train/10_1110_albedo.png,../data/celeba/synthesized_data/train/10_1110_normal.png,None,None,../data/celeba/synthesized_data/train/10_1110_face.png,../data/celeba/synthesized_data/train/10_1110_light.txt
124,../data/celeba/synthesized_data/train/10_1111_albedo.png,../data/celeba/synthesized_data/train/10_1111_normal.png,None,None,../data/celeba/synthesized_data/train/10_1111_face.png,../data/celeba/synthesized_data/train/10_1111_light.txt
125,../data/celeba/synthesized_data/train/10_1112_albedo.png,../data/celeba/synthesized_data/train/10_1112_normal.png,None,None,../data/celeba/synthesized_data/train/10_1112_face.png,../data/celeba/synthesized_data/train/10_1112_light.txt
126,../data/celeba/synthesized_data/train/10_1113_albedo.png,../data/celeba/synthesized_data/train/10_1113_normal.png,None,None,../data/celeba/synthesized_data/train/10_1113_face.png,../data/celeba/synthesized_data/train/10_1113_light.txt
